title,category
   조롱  독일 뤼디거  원숭이 취급에 발끈한 내로남불 재조명,World
    국가가 재산권 통제  국가화 계획시장 으로 간다 ,World
       랩터 이어 핵추진잠수함  오키나와 기항 공개,World
소련 국민차  모스크비치  부활  중국산  랑 똑같아 보인다 ,World
 피라미드  올라가 춤춘   대   머리채 잡히고 물벼락 ,World
 왕따 인싸  빈 살만  튀르키예 구세주로     억  통화스와프 논의 ,World
일본도 독일 꺾었는데 중국은    내부서 자조적 비판 목소리,World
확진자 폭발한     조여진 방역에 성난 민심 최고조,World
     정상회의 곳곳서 파열음 푸틴 입지도  흔들 ,World
 우리에게 해준 게 뭐야     푸틴  아르메니아서  굴욕 ,World
영문도 몰랐던  기내 액체 반입 금지  영국부터 사라진다,World
 르포   방역 최적화 라 쓰고  봉쇄 라 읽는  코로나 정책,World
 헤르손 내준 푸틴  전쟁 지면 종말   생명 위협 느낄만큼 두려워해 ,World
기시다  독일전 승리 일본 대표팀에  멋진 승리  열도 열광,World
 현대차   서 역대 최고 점유율     전망 ,World
  유세땐 어묵인데 대만 선거 후보들 채소 들고 찰칵  왜 ,World
코로나 규제 없애고 대박난  이곳  한국 관광객도 줄지었다,World
 같은 행성 맞냐      노마스크 월드컵 본 중국인들 뿔났다,World
애플 주가 어제는 올랐지만 정저우 공장 충격 견딜 수 있을까 ,World
    우크라 조기 패전 선호   존슨 주장 일축  완전 헛소리 ,World
 폭력사태    폭스콘  공장 떠나면    만원 지급 ,World
추수감사절 앞두고   명 사살    월마트 총기난사 용의자는 매장 매니저,World
 공급망 비상  애플   정저우 폭스콘 공장에 직원 파견,World
   방역 고삐 죄면서 경기부양 돈 풀기,World
영국 떠나 독립하려던 스코틀랜드  이번엔 대법원에 막혔다,World
 연임 시진핑  사회주의국 정상 연쇄 초청 북한은 언제 ,World
감염자 폭증에 결국 또 봉쇄 베이징서 재현된  패닉 바잉 ,World
 폭스콘  시위 벌인 신규 노동자에  즉시 떠나면    만원 줄게 ,World
 냉전 덕분    밀착 강화하는   유럽 경제,World
 푸틴 심각한 타격 생명 위협 느낄정도  러시아에 무슨일이 ,World
신규 감염자 역대 최다 중국  올봄  팬데믹 과 다른 점은,World
 봉쇄 그만  임금 내놔   대규모 시위에   폭스콘  퇴사시    만원  제안,World
정저우공장 시위 얼마나 심각하길래 애플도 직원 파견 종합 ,World
  코로나 감염자  년만에 최고 방역 고삐 풀렸나,World
푸틴  징집 가족 면담 거부 확산  계획된 자리 안 간다 ,World
    러시아  테러지원국   겨울 노린 공습 계속,World
 본선은 못 올랐지만     월드컵 실리 챙기기,World
   나발니에 썼던 노비촉처럼 러  화학무기 우려 ,World
위기의  기시다   백지 영수증  문제 인정    내년 초 국회 해산  소문도,World
우크라 전황  겨울에 바뀌나 러  우크라 인프라 시설 집중 타격,World
 폭력사태    폭스콘  공장 떠나면    만원 지급 ,World
추수감사절 앞두고   명 사살    월마트 총기난사 용의자는 매장 매니저,World
 공급망 비상  애플   정저우 폭스콘 공장에 직원 파견,World
   방역 고삐 죄면서 경기부양 돈 풀기,World
영국 떠나 독립하려던 스코틀랜드  이번엔 대법원에 막혔다,World
 연임 시진핑  사회주의국 정상 연쇄 초청 북한은 언제 ,World
감염자 폭증에 결국 또 봉쇄 베이징서 재현된  패닉 바잉 ,World
 폭스콘  시위 벌인 신규 노동자에  즉시 떠나면    만원 줄게 ,World
 냉전 덕분    밀착 강화하는   유럽 경제,World
 푸틴 심각한 타격 생명 위협 느낄정도  러시아에 무슨일이 ,World
신규 감염자 역대 최다 중국  올봄  팬데믹 과 다른 점은,World
 봉쇄 그만  임금 내놔   대규모 시위에   폭스콘  퇴사시    만원  제안,World
정저우공장 시위 얼마나 심각하길래 애플도 직원 파견 종합 ,World
  코로나 감염자  년만에 최고 방역 고삐 풀렸나,World
푸틴  징집 가족 면담 거부 확산  계획된 자리 안 간다 ,World
    러시아  테러지원국   겨울 노린 공습 계속,World
 본선은 못 올랐지만     월드컵 실리 챙기기,World
   나발니에 썼던 노비촉처럼 러  화학무기 우려 ,World
위기의  기시다   백지 영수증  문제 인정    내년 초 국회 해산  소문도,World
우크라 전황  겨울에 바뀌나 러  우크라 인프라 시설 집중 타격,World
 폭력사태    폭스콘  공장 떠나면    만원 지급 ,World
추수감사절 앞두고   명 사살    월마트 총기난사 용의자는 매장 매니저,World
 공급망 비상  애플   정저우 폭스콘 공장에 직원 파견,World
   방역 고삐 죄면서 경기부양 돈 풀기,World
영국 떠나 독립하려던 스코틀랜드  이번엔 대법원에 막혔다,World
 연임 시진핑  사회주의국 정상 연쇄 초청 북한은 언제 ,World
감염자 폭증에 결국 또 봉쇄 베이징서 재현된  패닉 바잉 ,World
 폭스콘  시위 벌인 신규 노동자에  즉시 떠나면    만원 줄게 ,World
 냉전 덕분    밀착 강화하는   유럽 경제,World
 푸틴 심각한 타격 생명 위협 느낄정도  러시아에 무슨일이 ,World
신규 감염자 역대 최다 중국  올봄  팬데믹 과 다른 점은,World
 봉쇄 그만  임금 내놔   대규모 시위에   폭스콘  퇴사시    만원  제안,World
정저우공장 시위 얼마나 심각하길래 애플도 직원 파견 종합 ,World
  코로나 감염자  년만에 최고 방역 고삐 풀렸나,World
푸틴  징집 가족 면담 거부 확산  계획된 자리 안 간다 ,World
    러시아  테러지원국   겨울 노린 공습 계속,World
 본선은 못 올랐지만     월드컵 실리 챙기기,World
   나발니에 썼던 노비촉처럼 러  화학무기 우려 ,World
위기의  기시다   백지 영수증  문제 인정    내년 초 국회 해산  소문도,World
우크라 전황  겨울에 바뀌나 러  우크라 인프라 시설 집중 타격,World
 폭력사태    폭스콘  공장 떠나면    만원 지급 ,World
추수감사절 앞두고   명 사살    월마트 총기난사 용의자는 매장 매니저,World
 공급망 비상  애플   정저우 폭스콘 공장에 직원 파견,World
   방역 고삐 죄면서 경기부양 돈 풀기,World
영국 떠나 독립하려던 스코틀랜드  이번엔 대법원에 막혔다,World
 연임 시진핑  사회주의국 정상 연쇄 초청 북한은 언제 ,World
감염자 폭증에 결국 또 봉쇄 베이징서 재현된  패닉 바잉 ,World
 폭스콘  시위 벌인 신규 노동자에  즉시 떠나면    만원 줄게 ,World
 냉전 덕분    밀착 강화하는   유럽 경제,World
 푸틴 심각한 타격 생명 위협 느낄정도  러시아에 무슨일이 ,World
신규 감염자 역대 최다 중국  올봄  팬데믹 과 다른 점은,World
 봉쇄 그만  임금 내놔   대규모 시위에   폭스콘  퇴사시    만원  제안,World
정저우공장 시위 얼마나 심각하길래 애플도 직원 파견 종합 ,World
  코로나 감염자  년만에 최고 방역 고삐 풀렸나,World
푸틴  징집 가족 면담 거부 확산  계획된 자리 안 간다 ,World
    러시아  테러지원국   겨울 노린 공습 계속,World
 본선은 못 올랐지만     월드컵 실리 챙기기,World
   나발니에 썼던 노비촉처럼 러  화학무기 우려 ,World
위기의  기시다   백지 영수증  문제 인정    내년 초 국회 해산  소문도,World
우크라 전황  겨울에 바뀌나 러  우크라 인프라 시설 집중 타격,World
 폭력사태    폭스콘  공장 떠나면    만원 지급 ,World
추수감사절 앞두고   명 사살    월마트 총기난사 용의자는 매장 매니저,World
 공급망 비상  애플   정저우 폭스콘 공장에 직원 파견,World
   방역 고삐 죄면서 경기부양 돈 풀기,World
영국 떠나 독립하려던 스코틀랜드  이번엔 대법원에 막혔다,World
 연임 시진핑  사회주의국 정상 연쇄 초청 북한은 언제 ,World
감염자 폭증에 결국 또 봉쇄 베이징서 재현된  패닉 바잉 ,World
 폭스콘  시위 벌인 신규 노동자에  즉시 떠나면    만원 줄게 ,World
 냉전 덕분    밀착 강화하는   유럽 경제,World
 푸틴 심각한 타격 생명 위협 느낄정도  러시아에 무슨일이 ,World
신규 감염자 역대 최다 중국  올봄  팬데믹 과 다른 점은,World
 봉쇄 그만  임금 내놔   대규모 시위에   폭스콘  퇴사시    만원  제안,World
정저우공장 시위 얼마나 심각하길래 애플도 직원 파견 종합 ,World
  코로나 감염자  년만에 최고 방역 고삐 풀렸나,World
푸틴  징집 가족 면담 거부 확산  계획된 자리 안 간다 ,World
    러시아  테러지원국   겨울 노린 공습 계속,World
 본선은 못 올랐지만     월드컵 실리 챙기기,World
   나발니에 썼던 노비촉처럼 러  화학무기 우려 ,World
위기의  기시다   백지 영수증  문제 인정    내년 초 국회 해산  소문도,World
우크라 전황  겨울에 바뀌나 러  우크라 인프라 시설 집중 타격,World
  연준  금리 인상 속도 늦춰야    경기침체 가능성 언급,World
러 대대적 공습 속    첨단 요격미사일 등 우크라 추가 지원,World
 한 지붕 두 대통령  베네수엘라   년여만에 협상 재개,World
 영하   도  겨울전쟁서 반전 노리는 러 우크라 전기 집중 타격,World
러시아군 미사일   발 공습   명 사망  곳곳 정전,World
  년전 호수에 풀어놨는데     초대형 금붕어로 자랐다,World
 전차군단  독일 이긴 일본  한국에 행운의  한 마디 ,World
   우크라에 드론용 대공포 등  억 달러 규모 추가 군사지원 종합 ,World
뉴욕증시        속도 조절  언급에 상승 마감 테슬라    가까이 급등,World
    러시아  테러지원국   겨울 노린 공습 계속,World
테슬라       니콜라         전기차 일제  종합 ,World
러  미사일   발 발사 우크라 전 지역에서 정전,World
 월드컵    상대 역전승 거둔   시부야 메운 열기에  감개무량 ,World
정저우 공장 노동자 시위에도 애플 상승한 이유는  상보 ,World
러  공습으로 우크라 전역에 전력 식수 차단   원전 가동도 한시 중단키로,World
연준  금리인상 속도조절 필요  달러 강세 미 경제 부담,World
교황  우크라   스탈린이 부른 대기근과 비슷 ,World
  년만의 인플레 속  블프    지갑 닫을까 열까  힘들어도 블프 ,World
빅터차  북  미 확장억제 신뢰성에 의구심 키우려      발사 ,World
우크라 전체가 불 꺼졌다 러시아 또 대규모 미사일 세례,World
  연준  금리 인상 속도 늦춰야    경기침체 가능성 언급,World
러 대대적 공습 속    첨단 요격미사일 등 우크라 추가 지원,World
 한 지붕 두 대통령  베네수엘라   년여만에 협상 재개,World
 영하   도  겨울전쟁서 반전 노리는 러 우크라 전기 집중 타격,World
러시아군 미사일   발 공습   명 사망  곳곳 정전,World
  년전 호수에 풀어놨는데     초대형 금붕어로 자랐다,World
 전차군단  독일 이긴 일본  한국에 행운의  한 마디 ,World
   우크라에 드론용 대공포 등  억 달러 규모 추가 군사지원 종합 ,World
뉴욕증시        속도 조절  언급에 상승 마감 테슬라    가까이 급등,World
    러시아  테러지원국   겨울 노린 공습 계속,World
테슬라       니콜라         전기차 일제  종합 ,World
러  미사일   발 발사 우크라 전 지역에서 정전,World
 월드컵    상대 역전승 거둔   시부야 메운 열기에  감개무량 ,World
정저우 공장 노동자 시위에도 애플 상승한 이유는  상보 ,World
러  공습으로 우크라 전역에 전력 식수 차단   원전 가동도 한시 중단키로,World
연준  금리인상 속도조절 필요  달러 강세 미 경제 부담,World
교황  우크라   스탈린이 부른 대기근과 비슷 ,World
  년만의 인플레 속  블프    지갑 닫을까 열까  힘들어도 블프 ,World
빅터차  북  미 확장억제 신뢰성에 의구심 키우려      발사 ,World
우크라 전체가 불 꺼졌다 러시아 또 대규모 미사일 세례,World
  연준  금리 인상 속도 늦춰야    경기침체 가능성 언급,World
러 대대적 공습 속    첨단 요격미사일 등 우크라 추가 지원,World
 한 지붕 두 대통령  베네수엘라   년여만에 협상 재개,World
 영하   도  겨울전쟁서 반전 노리는 러 우크라 전기 집중 타격,World
러시아군 미사일   발 공습   명 사망  곳곳 정전,World
  년전 호수에 풀어놨는데     초대형 금붕어로 자랐다,World
 전차군단  독일 이긴 일본  한국에 행운의  한 마디 ,World
   우크라에 드론용 대공포 등  억 달러 규모 추가 군사지원 종합 ,World
뉴욕증시        속도 조절  언급에 상승 마감 테슬라    가까이 급등,World
    러시아  테러지원국   겨울 노린 공습 계속,World
테슬라       니콜라         전기차 일제  종합 ,World
러  미사일   발 발사 우크라 전 지역에서 정전,World
 월드컵    상대 역전승 거둔   시부야 메운 열기에  감개무량 ,World
정저우 공장 노동자 시위에도 애플 상승한 이유는  상보 ,World
러  공습으로 우크라 전역에 전력 식수 차단   원전 가동도 한시 중단키로,World
연준  금리인상 속도조절 필요  달러 강세 미 경제 부담,World
교황  우크라   스탈린이 부른 대기근과 비슷 ,World
  년만의 인플레 속  블프    지갑 닫을까 열까  힘들어도 블프 ,World
빅터차  북  미 확장억제 신뢰성에 의구심 키우려      발사 ,World
우크라 전체가 불 꺼졌다 러시아 또 대규모 미사일 세례,World
  연준  금리 인상 속도 늦춰야    경기침체 가능성 언급,World
러 대대적 공습 속    첨단 요격미사일 등 우크라 추가 지원,World
 한 지붕 두 대통령  베네수엘라   년여만에 협상 재개,World
 영하   도  겨울전쟁서 반전 노리는 러 우크라 전기 집중 타격,World
러시아군 미사일   발 공습   명 사망  곳곳 정전,World
  년전 호수에 풀어놨는데     초대형 금붕어로 자랐다,World
파우치 알레르기 전염병연구소장의  마지막 당부   백신 꼭 맞으세요 ,World
멈춰 선   베이징 우리 기업 교민 피해 커질까 우려,World
빈 살만도 가족과  덩실덩실  사우디 승리 순간,World
사우디  아르헨 꺾었다  기적 대이변  열광의 도가니,World
우크라 전역에 공습 경보 키이우  하르키우  드니프로 등에 미사일,World
     원숭이두창  대신   두창 으로 명칭 바꾼다,World
사우디  아르헨 잡고 대이변 중동이 들썩,World
 러  우크라 산부인과 병동 폭격 신생아 숨졌다  젤렌스키  공포와 살인 ,World
   노마스크  월드컵에 허탈    같은 시대 다른 세상 ,World
에르도안  시리아 북부 쿠르드 지역 지상침공 다짐,World
푸틴  전쟁터에   만명 더 보내나  실행하면 몰락할 수도 ,World
 영상     가데나 공군기지서 대북 위력시위        등   여대 동원,World
 못 살겠다  대탈출 폭스콘 이젠 집단시위,World
 나 마크롱인데  개그맨에게 낚인 폴란드 대통령,World
   인태사령부에 우주군 첫 창설            겨냥,World
유럽연합      협상 진전 없으면 법 만들어 맞대응    한국 전기차 더 힘들어 지나 ,World
마크롱 사칭 전화에 속은 폴란드 대통령  속마음 털어놔,World
우크라 사방에 미사일 날아와 사망자와 정전 속출,World
미  인도 태평양사령부에 우주군 부대 창설,World
 본선은 못 올랐지만     월드컵 실리 챙기기,World
개최지는 카타르인데 월드컵 특수 제대로 누리는  두바이 ,World
 대지진  전조인가  불의 고리  잇따라 흔들  이유는,World
  아이폰 공장서 수백명 과격 시위  체불임금 보너스 지급 요구,World
중국 아이폰 공장서 노동자 경찰 격렬 충돌  미지급 임금 달라 ,World
유럽연합      협상 진전 없으면 법 만들어 맞대응    한국 전기차 더 힘들어 지나 ,World
홍콩  국가대표에  국가 오류 정정 안되면 경기장 떠나라 ,World
걷잡을 수 없는 확산세     비상     폭스콘 노동자 경찰 대치,World
      한국 반도체  잡겠다며 토요타 소니 뭉쳤다 파급력은 ,World
정치생명 끝난  말레이 국부  마하티르  국민 선택 받아들인다 ,World
  만  떨어진 달 궤도에 순찰대 뜬다     우주군  지구 달 공간 감시,World
 국제왕따 서 인싸로   에도    조 보따리  푼 왕세자 존재감 커졌다,World
 니킥  부상 당한 사우디 선수에 빈 살만  개인 제트기 내줬다,World
홍콩  국가대표에  국가     오류 정정 안되면 경기장 떠나라 ,World
 영상  우크라  최후의 고지  킨부른 거의 탈환 크림반도까지 사정권,World
 트럼프 악몽같은 날    세금내역 공개 거부  법 앞에 안통했다,World
서방  러 원유값 상한    선에 합의할 듯,World
 년에 한번 돌아오는 특수인데  카타르 월드컵 광고주에겐 지뢰밭 ,World
세계  위 제품 최다 보유국   턱밑까지 따라온  ,World
   베이징 상하이  준봉쇄  하루 확진  만명 코앞,World
 자막뉴스    대 위협 중  개가 있는 곳       인도 태평양사령부에 우주군 창설,World
 사우디가 아랍에 기쁨 줬다  단교했던 카타르도 축하해,World
 어항에는 입장불가          대왕 금붕어 나왔다,World
 차 동원령 없다더니  러   월에   만명 동원 준비 중  주장 나와,World
       러시아산 원유  배럴당   달러  상한 전망  러  공급 중단 ,World
식사 한 끼  억원 물 한잔  만 천원  미쳤다  지적받는 영수증 한 장,World
   폭스콘 노동자  임금미지급 항의하며 대규모 시위 ,World
시뻘건  용암 폭탄  러시아 활화산 동시 분화 대폭발 징후  포착 ,World
봉쇄 또 봉쇄 코로나 비상 베이징  고강도 방역 유턴,World
  언론  카타르서 봉변당한 한국 리포터에 응원 봇물 프로다웠다 ,World
러 야당  동원령 종료 공식 확인하는 법령 필요  푸틴에 서한,World
    철권 에 입 닫는 홍콩 증권가 투자정보 불투명성 심화 ,World
 국제적 왕따  빈 살만  월드컵 계기로 국제무대 돌아오나,World
푸틴  내년  월   차 동원령  가능성 최대   만명,World
 영상  우크라  최후의 고지  킨부른 거의 탈환 크림반도까지 사정권,World
 트럼프 악몽같은 날    세금내역 공개 거부  법 앞에 안통했다,World
서방  러 원유값 상한    선에 합의할 듯,World
 년에 한번 돌아오는 특수인데  카타르 월드컵 광고주에겐 지뢰밭 ,World
세계  위 제품 최다 보유국   턱밑까지 따라온  ,World
   베이징 상하이  준봉쇄  하루 확진  만명 코앞,World
 중국 폭스콘 노동자  임금 지급 요구하며 대규모 시위 ,World
두바이  카타르 맥주 금지 덕분에 월드컵 특수  톡톡 ,World
머스크 트위터에 정신 팔렸는데 손놓은  거수기  테슬라 이사회,World
 푸틴  최대   만명 추가 징집  우크라  러  차 동원령 주장,World
 홍콩 민주화노래 틀어준  에 감사      글 올린 홍콩인  체포됐다,World
  철거 집행관 앞에 무릎 꿇고  살려달라  애원한 노점상의 사연,World
존슨  독일  한때 전쟁 장기화보다 우크라의 신속한 패배 선호 ,World
시진핑한테 꾸중 들은 캐나다 총리    해외 경찰서  조사로 맞불,World
    중동서 에너지 전쟁    빈살만 면책특권에   카타르서 초대형     수입,World
우크라     탈환   영하   도  전면전 평화협정 갈림길,World
 국제적 왕따가  인싸 로 돌아왔다  존재감 급변한 빈 살만,World
제러미 시겔  내년말   기준금리   로 내려가도 놀라지 않을 것 ,World
 반도체 숨통 조여가는  제재 반도체장비 수입규모     ,World
 독일  우크라 패배로 인한 전쟁 조기종식 선호했다 ,World
독일선  월드컵 보이콧 하자  확산  성소수자 옹호 완장 에 불붙은 인권 논쟁,World
장중머우      창업자   에  나노 건설  대만 정부   나노 이하는 국내에 ,World
   코로나 신규 확진  만명 육박  초창기 이후 최악 ,World
 독일  한때 우크라 신속 패배 선호  전  총리의 모두까기 ,World
대만 경제부장   나노 이하 반도체 공정은 대만에 남긴다 ,World
사우디 빈 살만 왕세자   방문 취소 왜  필요성 못 느껴서,World
 중국 폭스콘 노동자  임금 지급 요구하며 대규모 시위 ,World
두바이  카타르 맥주 금지 덕분에 월드컵 특수  톡톡 ,World
머스크 트위터에 정신 팔렸는데 손놓은  거수기  테슬라 이사회,World
축구 외교 잘 나가는 사우디  아르헨 꺾고  빈 살만 존재감    ,World
 월드컵 보니 마스크 쓴 사람이 없네   제로코로나  중국인들  분노 ,World
우크라에 성큼 찾아온 겨울 전쟁  최대 변수 로 떠올라,World
   기가팩토리 투자 요청에   머스크    최우선 후보지 중 하나 ,World
 에 반기든 네덜란드   중국 반도체장비 수출  우리가 결정할 것 ,World
 르포  코로나 비상 베이징  아파트 단지 봉쇄식  방역 유턴,World
 뉴스외전 포커스   협상 어려울 것 이번 겨울 전황이 미래 좌우 ,World
폴란드 대통령  마크롱 사칭 러 코미디언 전화에 속았다,World
 바이든    는 중국식 전략  맹비판       맞불 입법  경고,World
머스크  트위터 정리해고 이제 끝   좋은 사람 소개시켜줘 ,World
소녀가장 역경 딛고 일어선 한국계    네바다주 대법관에 오르다,World
우크라   헤르손 수복 이래 추가 남하 킨부른 반도 탈환 가시권,World
   인태사령부에 우주군부대 첫 창설 중국과 러시아  북한 위협 염두,World
     국경 되찾겠다는 우크라 러  크름반도 드론 공격받았다 ,World
 정작 겨울전쟁은 푸틴 구하지 못한다 러 군대 끝장날 수도 ,World
 러시아   차 동원령 추진 내년  월   만 명 징집 ,World
 특파원 리포트    세 마하티르 퇴장 그리고 이슬람 정당의 직진,World
우크라  킨부른 반도 거의 탈환  크림반도 턱밑 에 교두보 확보,World
 존슨     러 침공 가능성 부정    우크라 조기 패배 선호  폭로,World
 슈퍼을       보유국 네덜란드   에 반기   에 반도체 장비 팔 것 ,World
러  내년  월 추가 징집 가능성  최대   만 명 규모  차 동원령 추진 ,World
 영상  미국 첫 우주군부대  인태사령부에 들어섰다 중 러 겨냥,World
폴란드 대통령 굴욕  나 마크롱인데  러 코미디언에 낚였다,World
일파만파     사태   코인대부업체 대형거래소도 파산 위기,World
이란 축구팀  시위대 지지했다  정작 이란 시민 반응 싸늘한 까닭은,World
      원숭이두창  이름서  원숭이  뺀다 낙인효과 우려,World
 시진핑  다자외교무대서 각본 없는 솔직한 모습으로 강한 인상 ,World
원숭이두창    두창 으로 이름 바꾼다   일 발표 전망,World
   의존 탈피해야       반격 능력  보유로 안보전략 큰틀 바꾼다,World
사우디 왕세자 방일 취소 이유  이틀 전 돌연  갈 필요 없다 ,World
 미국 중국 해빙은 아직     관계 개선에  선  그은 미국,World
러  전력망 공격 계속  젤렌스키  겨울 추위도 대량살상무기화 ,World
     개 첨단기술서 점유율 확대    세계  위  개 그쳐,World
뉴욕  땅값 비싼 명품 쇼핑가 홍콩 제치고  위,World
 줌인  카타르 월드컵 스포트라이트 훔친 빈 살만 사우디 왕세자,World
    억 돌려줘      뿔난  버드와이저      에 거액 공제 요구,World
마크롱 사칭한 러 코미디언의 전화 폴란드 대통령도 당했다,World
   예측불허   억제할 마음도 뚜렷한 수단도 없어 로이터,World
벌써 눈 영하권 진입한 우크라  겨울 추위로 수백만 명 목숨 위험 ,World
젤렌스키  러   추위 를 살상무기로  수백만명 생명 위협,World
중국  코로나 발생 이후 가장 심각한 상황  봉쇄 영향 상하이 때보다 커,World
반러 인사 환자까지 인간방패 쓴 러    만명 추가 징병할듯 ,World
 뉴스  뉴스    안보리  북     제재  무산 김정은 딸 공개 의미는 ,World
 공화당 기존 정치인의 오만이 트럼프 지지 굳힌다     ,World
 사우디 왕세자   필요없다  판단 방일 취소 중국식 발전노선 지향 ,World
헤르손서 철수한 러군  박물관 소장품     약탈 크름반도로 이전,World
   수출 통제에 서방 동맹과   반도체 기술 격차 커진다 ,World
      세계경제  전쟁에 둔화 지속   인도 덕에 침체는 피해 ,World
       러시아 원유값    달러 상한  전망 러시아  안 팔아 ,World
 이젠 크림반도도 위험하다  푸틴  어쩌다 이지경까지 됐나,World
  언론  빈 살만  스스로 방일 필요없다 판단해 취소 ,World
미 상원의원들  러 함정 공격용 무인기 우크라에 제공해야 ,World
